"","Gene","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC45min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC45min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC45min.c","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX45min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX45min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX45min.c","D39.old","TIGR4.new","TAIWAN.19F.new","TAIWAN.19F.old","D39.new","GENE.DESCRIPTION","GENE.CATEGORY","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description"
"11","SP_0027",11,3046.27269766231,0.777730322126604,0.0713822638267534,10.8952879949867,1.21381935547679e-27,2.34708524463557e-25,2145.8732196013,2099.11550613484,2418.48607177189,3759.39577645729,3933.45892167884,3921.30669032968,"SPD_0033","SP_RS00175","SPT_RS00335","SPT_0066","SPD_RS00180","ribose-phosphate pyrophosphokinase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"prsA","ribose-phosphate pyrophosphokinase"
"12","SP_2223",12,1698.6621813215,0.816459554967591,0.0757752450340336,10.7747530819714,4.52995901061589e-27,8.02935234631667e-25,1247.80596985557,1237.93991387439,1160.53147896333,2125.78305087301,2109.82483616276,2310.08783819995,"SPD_2050","SP_RS11350","SPT_RS11085","SPT_2241","SPD_RS10755","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"13","SP_1803",13,1056.27476858389,-1.01416379041361,0.0984864443382119,-10.2974962415221,7.231907706226e-25,1.18325136085713e-22,1387.92211324341,1467.8300084185,1445.96411075549,564.584413049413,738.771472599578,732.576493436949,"SPD_1589","SP_RS08950","SPT_RS08590","SPT_1727","SPD_RS08400","conserved hypothetical protein","UNKNOWN","Membrane","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"14","SP_2231",15,2386.09804718129,0.727246016605166,0.0731775887702604,9.93809756274342,2.84202823270946e-23,4.02999603398202e-21,1723.31823599858,1893.85649314903,1718.57791177854,2976.34174270614,2846.10045919275,3158.39344026267,"SPD_2058","SP_RS11390","SPT_RS11125","SPT_2249","SPD_RS10795","putative ABC transporter, permease protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","H+-transporting ATP synthase subunit c"
"15","SP_2227",16,2454.54968688009,0.716467842319592,0.0762973971515248,9.39046244129015,5.97373963004159e-21,7.94134012068653e-19,1732.14444975529,1965.01295098411,1813.43725946995,2919.8833014012,2983.37218552037,3313.44797414963,"SPD_2054","SP_RS11370","SPT_RS11105","SPT_2245","SPD_RS10775","DNA replication and repair protein RecF","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"recF","Recombinational DNA repair ATPase RecF"
"16","SP_2240",17,3823.19414615447,0.652885387965713,0.0718009035174029,9.09299682847959,9.63460625827073e-20,1.20545926537305e-17,3017.4618280769,3114.46342370463,2710.75541330757,4992.88998322829,4589.03540862531,4514.55881998414,"SPD_2069","SP_RS11455","SPT_RS11185","SPT_2261","SPD_RS10860","spspoJ protein","UNKNOWN","Intracellular","CELLULAR PROCESSES","GENETIC INFORMATION PROCESSING",NA,"Cell division","Replication",NA,2,"","Chromosome segregation protein Spo0J "
"17","SP_0037",18,1817.12499820565,0.657535149933722,0.0729054657565195,9.01901034594135,1.89796078774398e-19,2.24275699751747e-17,1418.81386139192,1340.11328922733,1435.7090461402,2200.65185347304,2334.45129742615,2173.01064157524,"SPD_0043","SP_RS00225","SPT_RS00380","SPT_0075","SPD_RS00225","fatty acid/phospholipid synthesis protein PlsX","LIPOPROTEIN","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"plsX","glycerol-3-phosphate acyltransferase PlsX"
"18","SP_2219",19,2184.50340680265,0.654221903038039,0.0730132239710282,8.96032071255524,3.23735425206405e-19,3.62413289165275e-17,1740.97066351201,1719.61439768108,1589.53501536951,2541.85721614203,2703.83703372593,2811.20611438535,"SPD_2046","SP_RS11330","SPT_RS11065","SPT_2237","SPD_RS10735","conserved hypothetical protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"ecfT","Energy-coupling factor transporter transmembrane protein EcfT"
"19","SP_0006",20,2553.11552531331,0.646256415733549,0.0732559711322675,8.82189404829128,1.12539712023839e-18,1.19685983737353e-16,2010.17018309181,1938.55734486594,1972.3907610069,2899.01822526677,3109.82856371309,3388.72807393533,"SPD_0006","SP_RS00030","SPT_RS00210","SPT_0040","SPD_RS00030","transcription-repair coupling factor","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"mfd","Transcription-repair coupling factor"
"20","SP_0010",21,2636.89558528348,0.630587001736746,0.0720334047826039,8.75409129472432,2.0575449775682e-18,1.98927189422162e-16,2143.66666616213,1982.34593430292,2035.6303261345,2981.25117238484,3359.41352067241,3319.06589204409,"SPD_0010","SP_RS00050","SPT_RS00230","SPT_0044","SPD_RS00050","conserved domain protein","PEPTIDOGLYCAN","Cell Wall","METABOLISM",NA,NA,"Antibiotic response/sensing",NA,NA,1,"penP",""
"21","SP_2220",22,1274.87637559312,0.770866159946552,0.0880491458496633,8.7549532991807,2.0418801565193e-18,1.98927189422162e-16,949.921255566439,1008.96208161023,822.968935376794,1640.97687010232,1562.40183056532,1664.02728033761,"SPD_2047","SP_RS11335","SPT_RS11070","SPT_2238","SPD_RS10740","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"cbiO2","cobalt transporter ATP-binding subunit"
"22","SP_0117",23,11642.4150678289,-0.67298671709862,0.0769814549203252,-8.74219275012601,2.2862898973931e-18,2.11432113554571e-16,15068.5534361515,13468.6403009886,14669.0153434503,9050.53361266603,9801.20125979238,7796.54645392483,"SPD_0126","SP_RS00595","SPT_RS00835","SPT_0163","SPD_RS00685","pneumococcal surface protein A","VARIOUS","Cell Wall","CELLULAR PROCESSES",NA,NA,"Cellular community",NA,NA,1,"","Pneumococcal surface protein A"
"23","SP_0726",24,634.398774384287,-0.877376261257928,0.10090945633645,-8.69468821963131,3.47783437097474e-18,3.08223071127636e-16,907.996740222043,809.176642304043,782.803265633586,429.575096885423,444.261223387584,432.579677873045,"SPD_0632","SP_RS03555","SPT_RS03700","SPT_0742","SPD_RS03375","phosphomethylpyrimidine kinase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"thiD","bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase"
"24","SP_2206",25,1977.3831554457,0.747737923028376,0.0878212276534882,8.5143187246105,1.67572534590361e-17,1.42570712429479e-15,1629.53971483348,1400.32259970316,1334.86757742321,2554.13079033876,2678.04658817347,2267.39166220209,"SPD_2033","SP_RS11265","SPT_RS11000","SPT_2224","SPD_RS10670","ribosomal subunit interface protein","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"raiA","Ribosome-associated translation inhibitor"
"25","SP_2239",26,3791.08324989736,0.646550883369784,0.0761585932462313,8.48953290509708,2.07469269124535e-17,1.69725821318418e-15,3019.66838151608,3160.07653770147,2605.64100100088,4427.0782127592,4732.96273380518,4801.07263260135,"SPD_2068","SP_RS11450","SPT_RS11180","SPT_2260","SPD_RS10855","serine protease","PROTEIN TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"htrA","Serine protease"
"26","SP_0035",27,1469.96839824858,0.731239577322111,0.086939559909113,8.41089577732567,4.0689116150557e-17,3.20539815008276e-15,990.742494191245,1041.80352368796,1232.31693127034,1838.58141466961,1841.10503250323,1875.26099316912,"SPD_0041","SP_RS00215","SPT_RS00370","SPT_0073","SPD_RS00215","aromatic amino acid aminotransferase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"araT","aromatic amino acid aminotransferase"
"27","SP_1805",28,1512.10675301838,-0.96018161831647,0.117989056441068,-8.13788708274021,4.0223571415783e-16,3.05555487147752e-14,2357.70234976246,1881.08482122992,1880.94976818725,1069.02831253487,1138.93935359102,744.93591280475,"SPD_1591","SP_RS08960","SPT_RS08600","SPT_1729","SPD_RS08410","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"28","SP_0019",29,11571.7699107484,0.453387610458367,0.0558663434229741,8.11557697674408,4.83482122766562e-16,3.54609129353268e-14,10129.1835625499,9342.47800883394,9739.74761836898,13197.7743337399,13464.2764780986,13557.1594628991,"SPD_0024","SP_RS00135","SPT_RS00300","SPT_0059","SPD_RS00140","adenylosuccinate synthetase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"purA","adenylosuccinate synthetase"
"29","SP_2217",30,1519.76695076531,0.654799156673152,0.0809133638610009,8.09259590044996,5.84063832726958e-16,4.14101257403413e-14,1200.36507091322,1227.90502879509,1077.63637332309,1841.03612950896,1975.04895940473,1796.61014264675,"SPD_2044","SP_RS11320","SPT_RS11055","SPT_2235","SPD_RS10725","putative rod shpae-determining protein MreD","CELL DIVISION","Membrane","CELLULAR PROCESSES",NA,NA,"Cell division",NA,NA,1,"mreD","rod shpae-determining protein"
"30","SP_2202",31,992.050955447279,0.784501747166457,0.0978215519524704,8.01972297012453,1.05983920062007e-15,7.27186445070612e-14,663.069308473205,778.159724786188,699.053571275408,1393.05067132844,1292.01812719273,1126.9543296277,"SPD_2029","SP_RS11245","SPT_RS10980","SPT_2220","SPD_RS10650","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"veg",""
"31","SP_2225",32,2581.99362855171,0.605523355419302,0.0765610570078889,7.9090255422794,2.59411390194668e-15,1.72427508420018e-13,2250.68450796229,1908.45268962803,1933.93426869957,3178.85571695213,3208.83059664029,3011.20399142795,"SPD_2052","SP_RS11360","SPT_RS11095","SPT_2243","SPD_RS10765","conserved hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","M16 family peptidase"
"32","SP_2221",33,1364.43251735995,0.634310449327329,0.0806042827206455,7.86943854491816,3.56236351915922e-15,2.29610521371263e-13,1084.52101535634,1071.90817892587,1018.66975178519,1577.15428427934,1645.59681621843,1788.74505759451,"SPD_2048","SP_RS11340","SPT_RS11075","SPT_2239","SPD_RS10745","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"cbiO1","cobalt transporter ATP-binding subunit"
"33","SP_0011",34,2104.26978686135,0.584773640299487,0.0754486854929775,7.75061402963629,9.14492563291658e-15,5.72095788859222e-13,1712.28546880269,1607.40613724884,1688.66730665062,2468.21577096167,2398.51143637904,2750.53260112523,"SPD_0011","SP_RS00055","SPT_RS00235","SPT_0045","SPD_RS00055","tRNA(Ile)-lysidine synthetase","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"tilS"," tRNA(Ile)-lysidine synthetase "
"34","SP_2203",35,5470.7253505467,0.500814753437326,0.0647435675753993,7.73535923633008,1.03111530261434e-14,6.26623499617343e-13,4736.36695719712,4614.22261192091,4177.22965329363,6302.48035001899,6587.37896401291,6406.67356683663,"SPD_2030","SP_RS11250","SPT_RS10985","SPT_2221","SPD_RS10655","replicative DNA helicase","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"dnaC","replicative DNA helicase"
"35","SP_0103",36,5820.64942615646,0.441155676100411,0.0577158604884763,7.64357790677821,2.11267199095287e-14,1.24823703465466e-12,4953.71247095623,4810.35900210735,4996.78023379867,6929.65999147171,6564.91631788657,6668.46854071824,"SPD_0099","SP_RS00520","SPT_RS00690","SPT_0137","SPD_RS00520","putative capsular polysaccharide biosynthesis protein","CAPSULE","Capsule","METABOLISM",NA,NA,"Capsule metabolism",NA,NA,1,""," Capsular polysaccharide biosynthesis protein"
"36","SP_0148",37,3500.21545004285,0.55485430231603,0.0731654973451517,7.58355129739027,3.3622252022198e-14,1.93282513651933e-12,2559.60198944731,2894.60821423983,2985.0783917665,4381.66598823131,3975.88836436192,4204.44975221022,"SPD_0150","SP_RS00765","SPT_RS00995","SPT_0195","SPD_RS00830","ABC transporter, substrate-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter, substrate-binding protein"
"37","SP_2222",39,1075.23290262836,0.678309447512138,0.0899441045937446,7.54145533579876,4.64755255413846e-14,2.53470366221859e-12,881.518098951898,754.440905507828,810.150104607685,1305.90829453169,1264.56378192721,1434.81623024384,"SPD_2049","SP_RS11345","SPT_RS11080","SPT_2240","SPD_RS10750","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","CARBOHYDRATE METABOLISM","Membrane","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
"38","SP_2057",40,4311.08205240236,0.453501819921256,0.0610979659432202,7.4225354792123,1.14899196582303e-13,6.10976477826396e-12,3539.31171644267,3738.45082318148,3593.54555894021,5130.35401423162,4827.80501744972,5037.02518416847,"SPD_1867","SP_RS10400","SPT_RS10160","SPT_2052","SPD_RS09845","conserved hypothetical protein","UNKNOWN","Membrane","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"oaTA"," peptidoglycan O-acetyltransferase OatA"
"39","SP_1649",41,2808.52394355589,-0.674960841605963,0.091852529011498,-7.3483098273916,2.00728793257083e-13,1.04134181282394e-11,3986.13878787636,3528.63049879599,2947.47648817712,2090.1896857025,2272.88700804285,2025.82119274052,"SPD_1462","SP_RS08140","SPT_RS07890","SPT_1589","SPD_RS07715","putative manganese ABC transporter, permease protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaC","Manganese ABC transporter, premease component"
"40","SP_0036",42,1734.80499130058,0.558258593460942,0.0766133740542008,7.28669896545735,3.17641560807384e-13,1.60862761866025e-11,1345.99759789902,1489.72430313698,1340.8496984488,1977.27280309262,2134.78333185869,2120.20221336737,"SPD_0042","SP_RS00220","SPT_RS00375","SPT_0074","SPD_RS00220","DNA repair protein","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"recO","DNA repair protein RecO"
"41","SP_0149",43,2489.83943074234,0.498698412749746,0.0685903592416025,7.27067795334227,3.5768776413859e-13,1.76930668447158e-11,2010.17018309181,2023.39773690008,2120.23460921062,3081.89448079799,2826.96561249253,2876.37396196103,"SPD_0151","SP_RS00770","SPT_RS01000","SPT_0196","SPD_RS00835","lipoprotein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"",""
"42","SP_0871",44,1995.71696941465,-0.635681450178232,0.0884189976317762,-7.1894215859079,6.50663754857972e-13,3.14536774223388e-11,2176.76496774981,2440.30159883125,2724.42883279462,1685.16173721053,1485.86244376447,1461.78223613722,"SPD_0766","SP_RS04290","SPT_RS06610","SPT_1330","SPD_RS04065","conserved hypothetical protein","UNKNOWN",NA,"METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"sufB","Iron-sulfur cluster assembly protein SufB"
"43","SP_0022",45,932.901940246192,0.627580055468453,0.0875878377423909,7.16515068352596,7.77010406736062e-13,3.67266918917246e-11,751.331446040354,715.213627470541,706.744869736873,1080.07452931192,1133.94765445183,1210.09951446563,"SPD_0028","SP_RS00150","SPT_RS00315","SPT_0062","SPD_RS00155","conserved hypothetical protein","UNKNOWN","Intracellular","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"44","SP_2030",46,6193.3327236569,0.483447616989451,0.0682295988514467,7.08559958035281,1.38443576018065e-12,6.40151056935707e-11,4976.8812820676,5003.75860545398,5427.49294764073,7793.71961492125,6757.09673474524,7201.04715711258,"SPD_1839","SP_RS10265","SPT_RS07720","SPT_1555","SPD_RS09710","transketolase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"recP","transketolase"
"45","SP_1004",47,4758.9118313252,-0.481272891264116,0.0688742368474688,-6.9877056108797,2.79417911675868e-12,1.23817062111369e-10,5518.59015138598,5950.68685202849,5234.35589738615,3937.36260230982,4163.07708208141,3749.39840275935,"SPD_0890","SP_RS04980","SPT_RS05185","SPT_1050","SPD_RS04745","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"46","SP_1648",48,1758.70971583184,-0.66125631846707,0.0946047776330921,-6.98967150508651,2.7553060827959e-12,1.23817062111369e-10,2432.72516669454,2237.77937268525,1861.29422767462,1221.22063257427,1405.99525753749,1393.24363782487,"SPD_1461","SP_RS08135","SPT_RS07885","SPT_1588","SPD_RS07710","manganese ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaB","Manganese ABC transporter, ATP-binding component"
"47","SP_1241",49,8841.13511209017,-0.395153524413744,0.0566796786485534,-6.97169662629747,3.13141259298135e-12,1.3592886908717e-10,9654.77457312649,10287.5817308486,10256.773792723,7432.87653353749,7698.03202248187,7716.77201982356,"SPD_1098","SP_RS06080","SPT_RS04880","SPT_0988","SPD_RS05815","amino acid ABC transporter, amino acid-binding protein/permease protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"GlnP","Amino acid ABC transporter, premease component "
"48","SP_2209",50,343.108894020869,0.860778375781309,0.123705120459614,6.95830837545912,3.44382751289836e-12,1.46500422398696e-10,227.275004235408,236.275930503661,237.575663587486,504.443899485454,435.109774965743,417.973091347462,"SPD_2036","SP_RS11280","SPT_RS11015","SPT_2227","SPD_RS10685","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"49","SP_2100",51,8934.10062903547,0.370585443321555,0.053463404824902,6.93157206383056,4.16189345714688e-12,1.73575438889243e-10,7701.97477945332,7869.17442673582,7752.82884915709,9974.73374967952,10277.9085275847,10027.9834416024,"SPD_1926","SP_RS10695","SPT_RS10445","SPT_2109","SPD_RS10135","tyrosyl-tRNA synthetase","AMINO ACID METABOLSIM","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"",""
"50","SP_2026",52,56500.4552586791,0.464282091650018,0.0674188884401286,6.88652842537331,5.71703412036262e-12,2.33848684115602e-10,44965.1459835839,51527.3103576767,45260.7276795699,62089.5571463994,70215.7359413647,64944.2544434802,"SPD_1834","SP_RS10245","SPT_RS10010","SPT_2021","SPD_RS09690","alcohol dehydrogenase, iron-containing","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"","acetaldehyde-CoA/alcohol dehydrogenase"
"51","SP_0032",53,5872.4870708261,0.439518939034273,0.0639658710420097,6.87114756470085,6.368747018265e-12,2.55591035997163e-10,5047.49099212132,5201.71952020029,4642.12591585332,7022.93915536683,6572.40386659535,6748.2429748195,"SPD_0038","SP_RS00195","SPT_RS00355","SPT_0070","SPD_RS00200","DNA polymerase I","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"polA","DNA polymerase I"
"52","SP_1800",54,318.073360996355,-0.847281394031952,0.124501565368547,-6.80538747865414,1.00777620706395e-11,3.96951850449078e-10,404.902556089295,432.412320690097,415.33011691913,216.014905862384,203.827714850109,235.952551567115,"SPD_1587","SP_RS08935","SPT_RS08575","SPT_1724","SPD_RS08385","putative transcriptional activator","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"",""
"53","SP_0368",55,734.934504584532,-0.651200199246183,0.0975306163577197,-6.67687976929963,2.44083028469217e-11,9.43935639189136e-10,873.795161914773,959.699918493634,890.481444094101,509.353329164144,596.508047132768,579.769126707769,"SPD_0335","SP_RS01795","SPT_RS02075","SPT_0411","SPD_RS01785","cell wall surface anchor family protein","VARIOUS","Cell Wall","CELLULAR PROCESSES","CELLULAR PROCESSES",NA,"Structural proteins","Cell community",NA,2,"","cell wall surface anchor family protein"
"54","SP_0026",56,1758.3197373394,0.579736018241741,0.0870394784098523,6.66060997645086,2.72693423003352e-11,1.03574805487166e-09,1554.51689790141,1377.51604270474,1251.11788306503,2227.65371670584,1971.7211599786,2167.39272368079,"SPD_0031","SP_RS00170","SPT_RS00330","SPT_0065","SPD_RS00170","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
